"",gene_symbol,GSM2440320,GSM2440321,GSM2440322,GSM2440323,GSM2440324,GSM2440325,GSM2440326,GSM2440327,GSM2440328,GSM2440329,GSM2440330,GSM2440331
ENSG00000140279,DUOX2,275.7799,13021.6193,701.2343,188.7592,948.0893,15.1651,10.9855,5970.424,1401.0387,11719.7275,8.093,3142.1299
ENSG00000140280,LYSMD2,55.3833,137.3928,30.7597,22.0804,52.0739,234.2835,33.9457,95.8648,254.3615,59.8319,7.9513,12.9119
ENSG00000140284,SLC27A2,54.4794,92.3826,29.9158,45.3174,38.1958,1.0064,9.9582,78.8048,209.3465,103.2966,3.9607,19.7298
ENSG00000140285,FGF7,3.0426,9.0182,7.823,19.1838,11.0374,81.9041,22.8722,4.9833,5.0214,2.9693,0.9883,1.9656
ENSG00000140287,HDC,7.0796,13.0483,5.9125,1.0066,45.1834,90.4878,0.9963,61.8508,4.0031,0,0,0
ENSG00000140297,GCNT3,391.4179,247.8625,89.9093,612.8789,917.1175,20.4295,78.6163,1243.6216,137.6569,1317.3239,734.6568,3242.0282
ENSG00000140299,BNIP2,91.8414,176.4923,90.4992,80.0665,160.5827,196.6006,36.868,120.6634,103.6148,85.4898,46.499,18.1789
ENSG00000140307,GTF2A2,165.6605,288.415,130.1572,69.342,277.585,269.78,75.6768,242.0246,466.6727,285.097,47.4703,48.2946
ENSG00000140319,SRP14,1068.5023,2353.2934,989.6501,557.0021,2551.9092,3662.9596,530.2413,2063.0814,7486.7631,2385.9039,97.8987,175.0325
ENSG00000140320,BAHD1,970.2754,1183.1609,575.6367,871.9872,1070.9681,865.0705,865.4189,977.8496,1621.5671,860.5583,78.0706,195.7308
ENSG00000140323,DISP2,72.2958,110.6724,144.554,159.7428,194.2247,51.5837,71.0598,156.8774,266.8609,276.5037,163.0072,49.2391
ENSG00000140326,CDAN1,646.2882,781.5185,358.8469,964.4104,1335.0306,525.1265,877.0247,768.9331,1036.5096,879.6567,399.2982,288.9597
ENSG00000140332,TLE3,1482.5881,805.3645,972.4243,1593.2433,2921.6635,1855.0739,3008.384,1063.6986,3009.9129,1091.8325,1149.8047,767.6378
ENSG00000140350,ANP32A,2157.1346,3506.5852,1346.0299,1704.387,2721.4083,1476.2054,996.9229,4707.6517,6376.4777,2421.3255,1172.0297,889.6344
ENSG00000140365,COMMD4,3401.9644,2931.741,2593.5612,4315.5157,4730.7272,2108.9747,3575.5758,6381.9426,11048.9153,6545.1035,6113.0325,3153.8359
ENSG00000140367,UBE2Q2,34.3473,42.0673,41.4321,9.0644,55.9195,215.707,24.8925,68.8343,105.2827,50.707,12.9056,14.8063
ENSG00000140368,PSTPIP1,165.134,166.5634,90.6687,153.062,307.8041,139.0887,141.7572,287.8037,182.0361,226.051,541.2378,441.4526
ENSG00000140374,ETFA,417.6738,1388.448,304.0157,220.4203,506.4346,765.8632,166.0638,825.144,1696.9333,587.4622,222.5538,157.7587
ENSG00000140379,BCL2A1,2.0021,30.1092,6.0209,3.9938,11.9533,6.9204,0,11.0324,38.0709,2.9998,1.9914,10.0124
ENSG00000140382,HMG20A,153.5303,349.7917,85.6617,58.8947,296.0594,245.4686,44.1154,195.1409,223.412,103.7148,19.0046,28.8038
ENSG00000140386,SCAPER,73.6985,172.3188,56.0361,80.7947,74.9869,195.7388,37.8184,140.7161,262.87,79.4191,110.4263,88.9503
ENSG00000140391,TSPAN3,2111.6056,4917.7435,1376.818,1709.2583,3415.539,1751.3041,1413.2939,2713.4398,4391.6638,2502.4108,234.2386,908.3794
ENSG00000140395,WDR61,282.2398,769.3643,235.1084,111.995,526.6206,683.7529,147.9916,648.4306,1662.5087,453.3714,38.8636,66.8017
ENSG00000140396,NCOA2,86.5276,72.4275,59.6886,210.7328,174.4223,126.4094,136.3028,51.86,88.3677,72.2021,15.8184,18.6945
ENSG00000140398,NEIL1,1286.9879,1481.7846,1256.84,1680.1999,869.6661,1042.2067,1424.1748,1713.0326,3017.0164,1520.4731,401.8364,791.2102
ENSG00000140400,MAN2C1,4994.6757,4824.1421,4437.5215,6753.5111,10097.6657,3535.3015,4772.0228,7345.1009,7188.5702,4010.5475,3238.9525,2290.8755
ENSG00000140403,DNAJA4,1562.81,716.2666,472.3024,787.8372,1500.4473,542.4947,754.9665,1074.0233,2352.2226,1042.3096,65.4774,134.1279
ENSG00000140406,MESDC1,655.734,1034.8276,152.6323,442.1387,1152.2788,506.6157,303.3453,383.7385,738.0743,429.6727,15.8053,89.467
ENSG00000140416,TPM1,3574.8848,4752.4795,1371.725,1727.404,4156.492,75251.2592,1466.403,2420.299,4057.1645,2426.0101,272.6904,333.3521
ENSG00000140443,IGF1R,520.1683,700.9423,377.0751,284.3563,913.0953,1082.0642,394.4477,439.2713,977.4387,230.6156,259.0944,100.3365
ENSG00000140450,ARRDC4,99.562,176.9518,45.0494,65.5894,121.9287,667.9357,23.8751,24.9212,46.1847,92.1131,5.9291,14.7559
ENSG00000140451,PIF1,442.8537,662.1012,343.0991,1029.9526,1589.5581,204.004,517.6964,747.0476,1207.5028,978.6752,146.1035,209.8887
ENSG00000140455,USP3,741.5051,1283.3572,424.3156,519.2065,952.2635,547.2409,458.5207,1113.767,1072.3834,646.8226,377.5032,341.3077
ENSG00000140459,CYP11A1,18.0257,6.0465,0.9862,1.0063,11.0058,10.0498,1.0012,1.9964,2.1583,2.9942,0,3.9909
ENSG00000140463,BBS4,192.2616,261.6405,101.3425,60.4366,378.1908,555.2841,61.7793,174.5634,198.5645,211.5367,14.8581,42.4582
ENSG00000140464,PML,1947.3481,2055.3193,1369.6917,1927.2819,2988.0543,2237.1768,2437.3444,5124.7791,5594.5827,3805.5246,2060.9231,2577.3049
ENSG00000140465,CYP1A1,1.0128,1.0042,0,0,2.004,8.0581,0.9958,0,0,0,0,0
ENSG00000140470,ADAMTS17,43.4097,18.6152,56.3241,15.2121,7.0537,23.8317,111.0969,61.2482,192.4035,5.002,50.1146,12.0497
ENSG00000140471,LINS1,102.1862,136.4704,95.1403,198.9757,261.8749,132.5784,92.745,205.9379,335.1822,171.5762,27.9597,71.1957
ENSG00000140474,ULK3,1709.5799,2296.8635,1417.2698,1576.936,3866.2734,1347.5508,2839.9202,2806.3237,4993.8762,1806.9156,191.096,632.9586
ENSG00000140478,GOLGA6D,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140479,PCSK6,462.7304,951.5312,278.8939,461.6477,591.6234,33.2683,84.2474,515.9042,1066.9614,394.6613,322.9425,144.6376
ENSG00000140481,CCDC33,38.2995,37.0582,147.8113,29.0879,181.467,1.0056,23.0396,442.8147,27.0377,56.8032,8.9486,9.0287
ENSG00000140488,CELF6,30.6962,43.4509,69.9744,11.0165,214.7757,297.2926,54.2219,32.5216,26.328,35.5993,16.8211,5.3204
ENSG00000140497,SCAMP2,2980.8352,4078.2497,1918.8437,2330.7367,4611.5841,1403.1086,3058.4079,4304.8377,7754.4735,5271.8926,819.898,1908.5079
ENSG00000140505,CYP1A2,13.704,23.6805,34.2855,49.2941,16.4573,9.8216,20.7644,25.5112,24.1318,21.0599,236.3627,33.9251
ENSG00000140506,LMAN1L,0,0,0,1.9761,0.7334,1.0084,1.9952,0,1.1718,0,2.0211,1.0154
ENSG00000140511,HAPLN3,359.2446,421.5701,354.5725,340.1859,866.5208,234.6407,149.4462,549.6864,381.1505,478.6841,308.0858,455.3602
ENSG00000140519,RHCG,411.7202,32.1032,24.6516,395.2003,63.2737,4.9928,4.9862,290.3544,23.0651,69.5482,22.7919,45.4843
ENSG00000140521,POLG,1757.6049,2048.0297,1165.5139,1015.3671,3316.7793,1397.6092,1250.9808,2070.6947,3807.369,2113.9809,148.8449,343.8352
ENSG00000140522,RLBP1,4.0064,0,30.3928,1.0059,2.0021,61.701,1.0055,20.998,354.1797,1.9883,0,0
ENSG00000140525,FANCI,628.2758,1205.4229,360.5688,1008.9193,884.0338,71.8511,371.965,1389.4738,2107.9303,753.3137,285.3371,191.0913
ENSG00000140526,ABHD2,594.239,462.3943,1109.177,609.0453,2777.4184,490.0335,207.2891,1414.6059,6550.8499,1551.2729,217.6176,380.5735
ENSG00000140527,WDR93,32.9218,28.4211,8.0132,13.4608,48.3395,7.0791,36.6573,58.9984,9.0494,14.6861,112.0049,26.4894
ENSG00000140534,TICRR,548.0672,732.5862,368.7442,900.7623,929.2283,20.3275,641.8064,804.3018,1479.7658,635.3562,277.4484,215.5211
ENSG00000140538,NTRK3,9.2236,7.0398,9.8959,22.8902,30.8988,141.7361,13.2735,5.9996,16.6135,3.0477,22.3074,6.2453
ENSG00000140543,DET1,112.5549,143.4116,71.1451,80.4058,105.527,178.4921,125.3523,115.5337,127.2239,108.9415,47.7285,32.67
ENSG00000140545,MFGE8,1403.2201,3214.2742,695.6144,758.4022,6073.9412,3798.8173,303.2537,2549.0504,1945.3057,1009.6412,1015.3385,757.5897
ENSG00000140548,ZNF710,1212.2732,895.46,844.5601,934.4479,2342.9873,477.9773,1017.8566,1955.1413,2420.8614,1040.5144,191.8125,376.5619
ENSG00000140553,UNC45A,2480.5049,3015.3903,1579.9653,2659.9118,3854.026,5717.4991,2105.6732,4466.0563,6409.6148,3542.0568,1326.5375,974.479
ENSG00000140557,ST8SIA2,0,4.9995,2.9483,0,54.4571,9.106,0,0,6.0259,2.0085,0,1.0021
ENSG00000140563,MCTP2,82.2159,471.4072,79.1994,122.998,376.4256,4.0036,65.7286,147.4856,213.7675,260.36,20.7668,47.2178
ENSG00000140564,FURIN,3535.7866,3514.9623,1720.421,2819.5279,4090.2541,1747.8958,1688.098,3859.7038,1561.2448,3585.2195,899.1892,783.946
ENSG00000140575,IQGAP1,374.9665,1041.9826,487.4756,574.1886,940.531,772.2156,178.3506,788.7274,1358.7965,909.4662,87.3782,132.8415
ENSG00000140577,CRTC3,420.5414,771.5029,248.8313,343.7118,852.9159,1364.0238,151.8767,584.7369,661.4551,386.3468,74.122,101.6086
ENSG00000140598,EFL1,497.446,815.1225,220.5602,403.4762,766.2068,445.7571,275.6206,860.3828,1188.5094,621.3115,64.2542,91.5455
ENSG00000140600,SH3GL3,0,0,0,0,0,5.017,0,0,1.7719,0,3.6013,0
ENSG00000140612,SEC11A,963.207,2440.8775,645.5969,692.795,972.1935,852.881,388.3666,2216.5333,2971.5422,1659.9339,311.7807,393.9422
ENSG00000140623,SEPT12,0.9723,1.0008,6.1155,7.879,4.9105,0,3.0119,0,10.9369,9.1431,4.0459,2.045
ENSG00000140632,GLYR1,1980.3995,2549.7038,994.2773,1251.3456,4402.4846,2930.6488,1057.2399,994.3428,2503.9335,1425.3938,140.2094,279.4501
ENSG00000140650,PMM2,5149.475,4337.5703,1302.7543,3149.6082,6879.7298,522.976,1940.3874,2897.1277,4425.8223,4051.6881,349.2554,204.2678
ENSG00000140675,SLC5A2,106.8262,56.9279,40.2444,143.4497,91.0712,19.6631,123.7501,56.571,113.0855,23.2869,52.6,44.6619
ENSG00000140678,ITGAX,637.7701,470.0153,1104.1527,1034.3687,630.7446,425.3268,403.0473,1797.6529,773.4288,2240.748,6708.3411,1043.5845
ENSG00000140682,TGFB1I1,803.1324,647.6059,419.4911,1117.9581,2122.8589,12102.1074,946.5761,667.5337,1158.4657,347.4779,519.346,236.4519
ENSG00000140688,C16orf58,4062.1163,3936.0342,1959.5557,4764.2544,7817.2212,2355.0776,5261.8437,2698.1446,4729.2831,3477.8179,836.1941,927.8571
ENSG00000140691,ARMC5,1297.7956,1013.948,609.7011,1082.9014,1771.1964,562.8682,1824.3651,905.8722,1703.0665,606.3519,2325.4499,873.742
ENSG00000140694,PARN,338.566,273.7567,150.4358,247.9554,809.0492,435.2901,284.3043,211.7591,452.2027,277.3749,29.6325,47.7888
ENSG00000140718,FTO,266.7829,300.7763,122.3076,177.3485,514.3042,588.7585,112.1234,168.4488,413.48,184.8349,132.5963,49.5359
ENSG00000140740,UQCRC2,1162.773,2203.0103,690.4719,523.8581,1703.1508,2368.4704,785.8839,1309.9825,5492.1714,1064.9904,93.0101,108.571
ENSG00000140743,CDR2,581.6075,604.8249,115.1476,145.0978,1014.576,412.4696,259.9294,91.7802,444.0246,191.5137,10.9203,17.9199
ENSG00000140749,IGSF6,58.5308,106.1046,44.9118,45.9909,43.8812,19.3867,32.5255,60.3939,88.4569,45.0699,328.1368,81.2884
ENSG00000140750,ARHGAP17,1829.5203,1730.4978,697.2677,2169.1622,2803.265,885.7557,1315.1343,921.9316,2683.7112,838.6694,160.086,265.6508
ENSG00000140795,MYLK3,32.6538,34.6811,149.1606,79.2965,36.8792,9.8358,25.679,115.0321,106.1341,59.6569,682.3459,136.8361
ENSG00000140798,ABCC12,0,0,0,1.0073,1.0056,0,0,0,0,0,0,0
ENSG00000140807,NKD1,1757.0401,1798.7481,1167.0682,911.7252,16431.4358,1017.1232,751.9373,2775.2283,2686.6379,317.3417,357.7056,408.5425
ENSG00000140829,DHX38,3656.052,2412.3026,1473.6828,3675.3689,5855.9345,2180.5746,2617.4124,2344.8884,3550.1067,2429.4679,827.0922,1013.8575
ENSG00000140830,TXNL4B,478.4326,326.86,281.9757,369.3327,610.588,278.4782,423.4737,327.4332,1099.7286,374.5406,125.847,120.2358
ENSG00000140832,MARVELD3,395.0055,580.7435,241.212,380.9438,945.3798,11.433,401.8767,364.744,1126.4948,752.3206,211.928,225.7226
ENSG00000140835,CHST4,61.7297,15.0543,0.9927,2.0073,2.0027,1.0003,0,15.9619,0,40.7377,0,19.7401
ENSG00000140836,ZFHX3,406.452,422.8962,184.0112,468.0744,461.7948,483.3966,342.6411,302.8962,427.4683,270.1556,362.1888,138.8862
ENSG00000140839,CLEC18B,23.1506,20.5945,46.7304,54.4552,75.7108,12.0108,57.4151,21.344,136.5473,126.5505,168.2852,13.6505
ENSG00000140848,CPNE2,2024.4283,1851.0089,535.3959,1619.352,2029.5602,1079.4532,841.9432,1269.2708,2009.9106,1324.6841,272.2374,283.8549
ENSG00000140853,NLRC5,3779.9696,3419.659,570.3686,4848.9285,5632.6312,1026.6812,4019.514,1641.3957,5850.9626,3731.5726,747.6957,1425.7048
ENSG00000140854,KATNB1,1316.0688,1101.509,680.0085,1401.7842,2537.1165,439.4467,1172.768,823.2335,1708.3226,1322.5335,449.1889,402.8803
ENSG00000140859,KIFC3,927.9208,457.5644,705.2126,923.9796,2259.2549,959.9811,575.8825,1107.5129,490.4965,961.5773,287.3663,232.5953
ENSG00000140873,ADAMTS18,3.0519,5.0295,38.1496,13.2283,56.4524,2.0238,1.9887,17.9587,8.0347,29.6919,221.5551,79.2569
ENSG00000140876,NUDT7,30.0238,41.4629,12.1282,15.0975,24.7137,85.5296,15.2626,13.124,65.7087,28.9245,1.298,11.5965
ENSG00000140905,GCSH,122.4437,275.1922,45.4936,78.5922,217.2893,132.3457,41.5853,61.728,212.4042,84.3711,9.4363,11.7856
ENSG00000140931,CMTM3,524.4598,615.5943,282.4392,248.3006,1897.1359,733.8591,134.5631,1195.6595,330.7926,217.7396,64.4194,174.9867
ENSG00000140932,CMTM2,18.9028,8.9885,14.3109,21.8561,36.7101,2.9122,9.026,9.999,47.437,12.0898,16.0033,11.0745
ENSG00000140937,CDH11,46.7703,183.8195,87.0998,25.2399,1719.2722,266.6682,12.9449,29.529,32.5804,77.2113,46.1558,13.1413
ENSG00000140939,NOL3,2903.8198,803.6289,1515.8521,3131.5884,3748.1011,1918.2078,2665.4574,2030.8673,1988.687,3748.2126,1563.2173,1038.1572
ENSG00000140941,MAP1LC3B,487.2008,684.5203,117.1595,170.9892,584.764,565.1697,90.9446,201.4869,982.8363,259.6313,37.6527,46.4025
ENSG00000140943,MBTPS1,1990.8515,2076.9267,1345.7966,1514.5953,6012.5575,3219.6246,1574.9499,1356.3487,3402.4145,2010.669,66.428,308.3647
ENSG00000140945,CDH13,39.2942,88.6935,42.8444,84.6831,193.1754,146.0729,24.0895,80.121,270.3198,106.7065,201.6024,110.3238
ENSG00000140948,ZCCHC14,841.0968,938.5902,455.361,1131.7005,2354.0919,524.346,658.2543,415.6125,1165.0164,486.9196,91.019,122.1335
ENSG00000140950,TLDC1,384.7779,476.1442,178.8507,312.3219,1685.072,461.3827,248.4134,398.37,810.6722,438.1224,130.2418,159.8427
ENSG00000140955,ADAD2,7.982,0,5.273,0,7.0659,13.7782,0,3.9464,6.8355,5.7954,2.0194,2.5033
ENSG00000140961,OSGIN1,567.4654,83.9164,72.9997,325.6937,421.3405,251.2216,87.0599,378.688,1209.2632,501.1001,401.2471,470.2753
ENSG00000140968,IRF8,761.5853,613.8287,333.6777,1033.1494,592.8364,166.4713,500.6485,1257.3581,3516.6265,269.7406,120.6553,228.5449
ENSG00000140983,RHOT2,9497.5053,4718.8652,3976.4145,12000.5067,10466.2384,3537.1906,11251.8803,6992.3903,13833.2072,7432.1124,5986.4223,3990.1505
ENSG00000140986,RPL3L,18.52,16.2217,14.8129,43.8483,20.156,6.1602,72.4536,15.3293,38.6321,19.9117,32.2062,6.182
ENSG00000140987,ZSCAN32,261.9859,288.1795,73.415,50.1209,438.8146,300.8315,155.3127,90.7227,256.014,87.4606,0,10.6867
ENSG00000140988,RPS2,127524.7165,92348.259,74004.7852,115349.3303,97112.8072,24950.7677,93250.5418,220950.8292,305675.854,136007.5731,79259.6404,41874.2384
ENSG00000140990,NDUFB10,6777.0119,3512.5622,2133.0329,6824.6966,6140.2318,5351.6717,4954.0739,5106.0904,23551.6579,6710.638,8550.3064,3711.8597
ENSG00000140992,PDPK1,875.0859,948.6051,233.4481,441.8852,1201.8495,581.2489,771.7642,318.0141,1414.5029,318.5684,420.9569,52.203
ENSG00000140993,TIGD7,2.3935,3.255,15.6813,5.9771,38.4798,68.9819,8.9952,8.3242,6.0631,2.0236,0,1.0109
ENSG00000140995,DEF8,3242.2424,2289.4939,1042.2515,1983.5242,4129.4755,2190.3913,1646.7069,1954.5096,4339.6491,1934.2507,746.8635,885.9068
ENSG00000141002,TCF25,7031.2783,3809.8764,4248.7976,8364.5293,9214.0586,4345.5861,4605.9682,6677.932,10398.3391,7104.262,7254.5977,4266.6958
ENSG00000141012,GALNS,598.0947,608.2109,374.5298,553.9326,1710.2102,445.0922,390.4695,552.5036,2102.7157,647.8818,212.7127,188.6708
ENSG00000141013,GAS8,2098.6542,905.4761,585.0925,1571.0707,2990.3866,970.2453,1719.346,1202.0458,1752.921,1642.8536,134.859,387.3067
ENSG00000141026,MED9,584.6883,575.6243,239.6866,688.6683,796.2871,486.7117,446.3892,634.9162,1063.6047,874.0834,455.9359,225.3553
ENSG00000141027,NCOR1,2235.6378,1589.2933,1759.9093,3413.812,3168.6412,1507.7342,3107.7263,2426.5846,1990.3238,3422.0808,8002.9924,4362.2066
ENSG00000141030,COPS3,316.8859,617.794,271.8643,323.6246,383.8855,448.7153,170.31,1001.2593,1054.8697,764.1993,498.2044,359.7004
ENSG00000141034,GID4,91.0121,137.1237,43.618,119.247,186.9564,417.4412,46.9192,69.9594,108.0782,112.2422,64.8352,29.6688
ENSG00000141040,ZNF287,12.0487,24.0445,7.8491,4.0336,35.088,60.2279,5.9711,0.997,4.0101,3.9649,0,1.0352
ENSG00000141052,MYOCD,5.0857,32.1814,1.9576,14.1112,34.2895,1099.5592,77.6175,24.9228,0,0,1.9741,5.93
ENSG00000141068,KSR1,818.3695,640.0251,431.706,621.7956,1078.3552,620.8077,442.8633,432.8927,871.9471,752.7314,68.1807,120.6538
ENSG00000141076,UTP4,45.6297,183.385,78.8769,36.3684,204.5241,184.3538,9.7715,38.9776,271.2775,48.0549,27.761,12.2741
ENSG00000141084,RANBP10,968.3042,908.1861,575.3288,887.7761,4233.4573,883.0478,792.2322,407.6452,2378.0645,614.7329,141.5414,175.2959
ENSG00000141086,CTRL,31.6201,34.5974,51.3598,187.0693,93.2607,30.7043,183.6224,82.107,174.5592,101.2852,14.4908,61.5247
ENSG00000141096,DPEP3,1.0112,3.011,0,1.0065,2.0094,10.0569,0,0.9976,0,0,0,0.9876
ENSG00000141098,GFOD2,1258.2907,883.6511,489.3634,1391.3976,1843.6726,515.5537,717.1334,529.4916,1833.8448,1133.1427,683.8638,413.1599
ENSG00000141101,NOB1,3474.568,2245.2852,1639.8462,1877.6526,3978.2368,1059.6106,1542.9647,2908.7364,5802.6664,2221.3235,696.0294,510.3961
ENSG00000141127,PRPSAP2,236.9462,377.3519,56.4058,95.2811,486.5877,465.5123,114.7302,216.2252,321.1359,197.3282,15.7474,43.0979
ENSG00000141161,UNC45B,6.1889,3.0132,2.1025,4.3983,4.0873,1.0117,6.0492,3.312,1.1295,0,15.9138,1.0128
ENSG00000141179,PCTP,135.647,378.4897,105.7256,46.0422,193.0649,267.887,27.643,92.2893,200.3023,91.6584,11.9851,6.927
ENSG00000141194,OR4D1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000141198,TOM1L1,75.8,109.1426,140.0361,106.3959,188.5387,87.6428,36.1759,179.6201,356.3215,178.1668,180.6832,48.6288
ENSG00000141200,KIF2B,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000141219,C17orf80,169.4809,254.3078,112.7276,142.2316,276.4135,469.7511,114.4364,177.4876,319.1982,127.84,14.8288,42.3642
ENSG00000141232,TOB1,201.4332,334.1719,377.1294,272.9029,1286.7884,435.818,108.565,145.6404,376.174,399.1022,54.4642,66.1239
ENSG00000141252,VPS53,937.4533,914.7438,632.5973,1766.9901,1705.9961,669.3335,811.6228,1346.699,1685.9063,1672.5903,1074.7067,552.3012
ENSG00000141255,SPATA22,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000141258,SGSM2,1642.1562,740.6138,1134.6321,6115.7638,5203.0015,3529.7348,3876.1244,1469.4044,2312.7476,2458.2916,572.4169,897.6644
ENSG00000141279,NPEPPS,428.5028,383.5019,557.0674,755.8134,1004.1152,747.169,393.3177,845.5775,1131.2817,709.2502,363.8485,507.3398
ENSG00000141293,SKAP1,44.8575,63.9808,102.5537,114.4624,281.6259,37.7769,14.1289,338.5419,16.0852,91.0006,35.1218,67.9864
ENSG00000141294,LRRC46,66.7143,20.0735,18.702,12.075,123.5703,31.1722,42.8389,41.8994,38.1102,37.7727,26.7511,36.5568
ENSG00000141295,SCRN2,2172.7267,1967.3918,1721.5983,3191.7911,2973.0798,1937.1304,3314.2107,2460.4842,3982.3002,2928.5359,3573.236,1803.3569
ENSG00000141298,SSH2,382.3312,458.7117,252.6261,469.8163,603.3257,201.6697,301.2435,286.4982,739.4911,328.9831,105.495,94.0101
ENSG00000141314,RHBDL3,3.0452,10.0555,2.9416,1.0093,30.2245,42.4107,1.9893,3.9897,21.0783,100.098,0.988,5.9193
ENSG00000141316,SPACA3,61.823,172.334,10.2275,120.8598,7.2315,0,156.8727,9.9974,13.964,3.0237,468.3873,3.068
ENSG00000141337,ARSG,104.996,173.8148,97.6186,99.7221,144.9623,129.3068,59.261,205.8063,430.2641,105.1354,108.8569,39.9929
ENSG00000141338,ABCA8,42.0956,3.1668,6.3508,17.8074,12.2792,832.102,14.849,14.2835,6.7275,4.2607,35.9962,9.4554
ENSG00000141349,G6PC3,1892.6783,2092.636,1450.7587,2244.9724,3330.6095,1126.9448,1530.5261,2293.1888,3859.8985,3284.2464,1990.809,1055.9112
ENSG00000141367,CLTC,401.307,769.4156,604.1927,298.2158,807.1795,740.3956,122.0497,565.1196,1673.8698,749.6244,213.5048,246.5349
ENSG00000141371,C17orf64,0,0,1.0024,0,1.9939,0.9444,1.0167,3.0078,4.9997,3.0035,0,0
ENSG00000141376,BCAS3,216.2604,341.5926,198.1337,229.779,702.4132,754.2952,230.8824,371.2347,507.0105,341.7977,161.8989,150.484
ENSG00000141378,PTRH2,657.0418,750.6789,611.6935,653.5229,638.2185,324.7027,393.1327,826.9528,1837.7227,691.0363,46.8791,168.7654
ENSG00000141380,SS18,544.8982,416.4607,354.7272,536.1359,1434.6573,850.2937,713.8801,725.9635,882.8313,1028.5941,240.0843,274.4322
ENSG00000141384,TAF4B,9.1467,25.1399,12.7253,12.1112,48.3841,25.2755,17.9031,9.9678,40.1658,2.9707,11.8523,0.9834
ENSG00000141385,AFG3L2,1475.92,815.3844,992.6528,1466.7702,3516.6959,756.2868,1360.9103,3284.875,9634.4966,3408.6856,2687.3929,1717.6717
ENSG00000141391,PRELID3A,235.5767,142.3065,108.1741,219.5939,153.1005,123.9363,160.4267,229.503,320.9315,72.388,69.1806,17.7254
ENSG00000141401,IMPA2,436.1184,764.3293,370.5262,291.8516,1396.9273,712.5105,410.619,1375.1962,3540.7468,2375.8931,140.772,189.732
ENSG00000141404,GNAL,57.2626,102.6513,21.0879,59.4056,706.979,861.9048,63.7529,88.5668,166.2502,149.4778,24.1419,41.4563
ENSG00000141424,SLC39A6,32.4446,44.1203,41.1801,19.1654,74.2705,161.8986,14.9425,22.9298,122.4241,57.4709,1.977,3.9371
ENSG00000141425,RPRD1A,91.2422,152.7945,48.1703,88.4929,139.7454,387.8973,154.3822,88.7556,195.6702,72.4282,13.9544,7.9483
ENSG00000141428,C18orf21,57.5881,152.9585,65.5954,28.9063,63.6066,120.6876,27.0586,110.8858,212.7465,99.229,13.9447,14.9225
ENSG00000141429,GALNT1,153.8554,245.7832,85.4157,75.6246,116.1323,275.8175,135.1706,152.5093,297.361,153.2537,17.8802,24.7087
ENSG00000141431,ASXL3,3.011,0,0,11.1163,4.0377,39.465,0,0,1.0047,0.9907,0,0
ENSG00000141433,ADCYAP1,1.0107,0,0.9806,1.0062,0.9839,26.9599,0,0.9977,0,0.9911,1.9773,0
ENSG00000141434,MEP1B,5.0182,1.0041,0,4.9134,14.6558,12.5499,15.1426,8.0429,5.9863,0,0.9899,0.9866
ENSG00000141437,SLC25A52,0,0,0,0,2.0025,0,0,0,0,0,0,0
ENSG00000141441,GAREM1,89.3347,38.2188,49.9557,68.5953,160.1379,126.2548,77.5954,71.7899,200.7898,125.7687,9.9481,6.9297
ENSG00000141446,ESCO1,31.9347,29.3131,36.2261,27.1876,47.7187,30.4132,44.2212,32.9446,71.3026,45.6075,9.4625,14.323
ENSG00000141447,OSBPL1A,40.5933,72.7411,41.744,53.1794,259.1556,743.8516,40.2206,141.2909,219.935,30.2398,93.0848,19.3189
ENSG00000141448,GATA6,429.6677,507.1943,168.8108,193.3046,641.0977,65.6252,438.1339,171.2879,548.2305,343.6221,90.9339,24.6005
ENSG00000141449,GREB1L,41.575,8.0141,0,3.9886,4.0298,9.0886,2.0123,0.9966,2.0071,0,12.8558,0
ENSG00000141452,C18orf8,79.5765,162.9328,59.2364,45.547,235.6755,200.6713,82.7012,74.8236,349.4608,172.0767,10.9138,14.9262
ENSG00000141456,PELP1,3188.1247,1887.5312,1788.6089,9195.5429,5576.0372,1591.8763,6629.1147,3955.3569,4623.3735,3195.438,7247.8686,2374.9955
ENSG00000141458,NPC1,323.9137,405.9342,205.5325,398.0859,1200.8184,438.4905,352.1353,295.0639,657.2741,395.5482,36.3182,40.5121
ENSG00000141469,SLC14A1,11.3422,8.3833,9.0374,25.4805,22.1619,11.3702,9.3594,9.909,8.7659,7.4419,24.9776,11.7944
ENSG00000141480,ARRB2,2363.919,2249.2194,706.2833,3003.181,1416.8498,1086.7011,2194.8885,991.3568,3958.4401,456.9841,808.5448,401.6401
ENSG00000141485,SLC13A5,2204.7793,8.0985,6.096,178.7559,16.45,1.0243,124.6517,12.5352,10.7777,9.94,72.2606,22.2784
ENSG00000141497,ZMYND15,315.57,88.3578,78.8056,336.2437,450.0864,77.5344,378.535,102.7728,265.7621,161.8912,171.2601,142.0546
ENSG00000141499,WRAP53,587.7951,499.5385,332.2182,675.2834,1094.5637,286.4855,421.2788,823.8978,952.8214,1037.0259,1323.3821,501.7791
