"",gene_symbol,GSM2440320,GSM2440321,GSM2440322,GSM2440323,GSM2440324,GSM2440325,GSM2440326,GSM2440327,GSM2440328,GSM2440329,GSM2440330,GSM2440331
ENSG00000138795,LEF1,35.1937,202.2437,26.886,20.1007,1293.5356,19.9399,10.9782,21.9643,22.0288,7.0003,2.9772,8.9162
ENSG00000138796,HADH,1525.2342,2609.2047,539.2479,789.4624,863.6045,1579.4105,759.0248,1738.2956,1669.7973,1728.2997,367.1921,340.8259
ENSG00000138798,EGF,1.9284,3.0019,0,1.9866,3.9488,7.9636,28.0578,10.0113,60.0022,9.9456,0,11.1547
ENSG00000138801,PAPSS1,156.6659,330.1164,138.5529,90.1664,467.8714,741.9542,42.8622,137.6265,205.5001,195.4579,13.9253,9.8555
ENSG00000138802,SEC24B,43.9741,52.4396,57.3239,13.4994,34.8069,56.8787,29.8491,37.0643,38.4594,45.6847,13.1589,18.244
ENSG00000138813,C4orf17,1.0101,3.0097,0,3.0176,2.0079,0,0.9967,0.9978,1.0026,0,0,0
ENSG00000138814,PPP3CA,85.5539,165.8333,167.8079,54.4477,220.5244,153.454,40.8666,181.3174,119.5643,271.3715,338.4656,84.4662
ENSG00000138821,SLC39A8,15.2275,142.7141,31.3839,29.2481,49.3471,11.105,20.8977,110.6664,255.9579,188.359,15.8201,25.5996
ENSG00000138823,MTTP,15.2385,0,0,2.0181,0.9833,121.1852,0,0,0.9949,0,0,0
ENSG00000138829,FBN2,1.0185,56.3547,6.8423,3.0314,141.2804,3.0346,1.9931,4.982,10.0463,2.9666,2.9606,1.9633
ENSG00000138834,MAPK8IP3,6846.6884,4706.9463,3541.4073,9467.0627,11401.0723,1975.8683,9114.4427,2465.8018,3689.6417,3134.9867,1457.0094,1328.9068
ENSG00000138835,RGS3,1519.9953,1409.9518,984.8582,2717.4958,2745.5087,1914.3083,1398.4633,1669.4187,3770.7666,2240.1269,1116.0718,814.7022
ENSG00000138867,GUCD1,3280.4808,2916.39,1444.6252,2989.4801,3612.9827,2970.0582,2240.0497,3056.4678,8638.6779,4975.1516,972.1346,1833.4712
ENSG00000138892,TTLL8,0,2.0087,0,0,1.0059,0,0,0.9973,1.0034,0,0,0
ENSG00000138942,RNF185,969.1551,683.5122,558.839,615.8136,1054.6829,1557.9501,612.2306,1110.2388,1349.6959,827.2011,286.264,422.7809
ENSG00000138944,KIAA1644,7.3592,14.7718,6.9303,14.4694,182.5868,2763.3974,15.908,28.9001,14.1129,8.0239,1.9925,4.9594
ENSG00000138964,PARVG,454.8353,379.3445,341.0417,310.713,499.4112,414.3031,150.5205,281.4374,568.581,90.3713,59.5203,187.2126
ENSG00000139044,B4GALNT3,2810.3434,1522.4329,2923.0062,12740.5744,9444.3664,73.8179,2703.4739,2971.424,1871.6161,3801.3787,2819.6768,2271.7631
ENSG00000139053,PDE6H,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139055,ERP27,3.9603,11.0418,3.9865,3.0123,20.042,0.9944,8.9941,7.9861,11.031,5.9776,0,2.9619
ENSG00000139083,ETV6,668.9075,840.9129,730.2314,1325.4525,2141.8258,886.3986,808.7926,830.1367,1836.8378,1296.0947,310.2598,455.7392
ENSG00000139112,GABARAPL1,211.2081,295.9883,126.1765,191.1671,1187.1936,1979.1285,25.0137,92.7975,102.2815,254.3854,13.8696,23.731
ENSG00000139116,KIF21A,65.9909,85.4627,66.5448,112.1865,91.6512,66.6242,30.8409,47.8385,134.5682,65.3277,184.7061,44.2279
ENSG00000139117,CPNE8,3.0422,6.0305,5.8909,4.0347,8.0272,22.1047,0,0,1.0004,0.9999,1.9782,0.9853
ENSG00000139131,YARS2,106.3265,224.7627,95.59,68.2268,346.8362,127.6963,65.3766,142.5407,372.1506,95.8682,88.4288,27.001
ENSG00000139132,FGD4,187.5271,105.3837,201.9723,237.2939,301.4256,63.9457,80.5213,87.2332,303.6709,308.7402,78.6829,54.8593
ENSG00000139133,ALG10,5.9955,8.972,4.9056,9.0673,13.6096,1.0033,0.9971,6.9795,9.6351,1.9827,0,0
ENSG00000139144,PIK3C2G,0,1.0043,0,1.0093,0,1.9858,0,0,0,0.9923,0,0.9861
ENSG00000139146,FAM60A,46.3186,76.0628,69.834,61.4721,245.9851,20.521,35.5902,35.2022,94.018,42.3137,32.2812,10.2257
ENSG00000139151,PLCZ1,1.0087,0,0,0,0,0,0,1.0005,0,0,0,0
ENSG00000139154,AEBP2,90.3282,79.8739,63.9243,158.8993,147.8084,88.9582,59.0957,105.3332,179.6906,85.7007,161.7856,51.4315
ENSG00000139155,SLCO1C1,0,0,0,5.9942,0.9834,0,0,1.0008,1.0033,0.9924,0,0.9845
ENSG00000139160,ETFBKMT,30.1352,30.9876,26.2348,39.2702,34.3371,60.2052,18.608,24.8899,45.663,42.4127,106.9548,36.2471
ENSG00000139163,ETNK1,106.7987,96.9582,212.015,148.3838,263.4699,75.6493,92.6115,122.1702,197.9703,163.4444,245.5513,78.073
ENSG00000139168,ZCRB1,151.1435,365.9789,284.8527,140.7745,393.2899,635.2277,82.3079,281.8566,503.4146,413.6345,1121.3932,242.6138
ENSG00000139173,TMEM117,9.9324,14.989,7.9743,18.0552,4.9657,16.0088,14.0239,2.9961,8.0205,3.9957,1.9928,0.9879
ENSG00000139174,PRICKLE1,12.2748,18.4894,13.7252,10.2479,71.7129,137.4123,5.0488,17.3493,10.1531,3.9588,15.7999,3.0299
ENSG00000139178,C1RL,517.7392,636.728,549.6121,859.3034,2295.6496,760.8966,413.5428,894.7089,622.6122,628.4308,273.7413,330.0715
ENSG00000139180,NDUFA9,2417.6256,2909.6235,1266.5083,4317.1859,4372.2885,1259.6644,2262.2923,3431.7617,7877.5955,4071.1396,3199.565,1765.8701
ENSG00000139182,CLSTN3,1098.8709,1239.8639,821.8136,1989.46,6065.0505,682.0794,844.2036,1051.38,1537.0986,855.1219,206.1015,404.6341
ENSG00000139187,KLRG1,10.9439,12.0452,14.0361,14.0594,25.9388,25.5186,9.9986,18.0682,31.9411,15.1608,69.5482,16.1463
ENSG00000139190,VAMP1,87.3129,197.0465,113.5629,126.3357,574.2439,956.4185,155.4596,167.7445,520.7278,246.2528,13.8923,58.3362
ENSG00000139192,TAPBPL,566.7499,806.4001,481.5527,720.4457,2623.5436,1351.5459,801.4384,928.8275,4254.6052,1705.7646,617.3095,652.8454
ENSG00000139193,CD27,70.0023,478.6418,35.9292,8.3918,114.8128,85.9532,21.7693,319.1614,101.6282,26.4787,22.8329,726.1173
ENSG00000139194,RBP5,130.2059,38.7622,34.3252,50.7552,110.8636,63.3505,35.0767,68.017,43.8975,41.2711,36.0159,32.1085
ENSG00000139197,PEX5,1148.5588,1390.6784,911.7086,1488.3276,2785.3098,1387.1806,702.6449,988.1032,2320.5085,977.5128,114.8348,210.7734
ENSG00000139200,PIANP,3.0375,12.0421,10.8229,3.0234,50.2988,150.1189,7.9672,8.9755,17.057,5.9515,6.9255,2.9597
ENSG00000139209,SLC38A4,14.2185,14.0731,9.7977,8.0691,1.0063,3.0305,1.991,3.9876,0.9984,6.9347,0,1.9696
ENSG00000139211,AMIGO2,112.5559,64.3086,209.1254,153.2298,499.6884,983.0216,88.5893,193.4396,4.0142,65.4459,86.055,71.9171
ENSG00000139218,SCAF11,178.0777,304.0448,189.6701,298.5518,588.814,257.9139,139.4338,226.8701,409.3531,221.0998,808.9193,178.6432
ENSG00000139219,COL2A1,76.1373,88.4322,2.9702,11.1049,8.0437,12.1308,157.2752,40.8787,52.1662,3.9738,3.951,1.9904
ENSG00000139220,PPFIA2,2.0279,3.012,2.9952,3.024,21.1043,6.0636,0,0.9972,1.0035,0,0,0
ENSG00000139223,ANP32D,1.0009,0,0,0,0,0,0,0,1.0015,0,0,0
ENSG00000139233,LLPH,333.5612,420.5105,369.3679,234.7234,346.0551,415.6981,151.4774,629.22,1311.5037,521.9804,1010.6021,314.7107
ENSG00000139263,LRIG3,90.2825,259.2847,79.4498,38.2864,356.4454,255.2499,42.789,42.8784,173.659,65.3903,8.918,5.9047
ENSG00000139266,MARCH9,1202.3084,899.7018,1818.8376,3458.8447,1479.8821,699.0656,1761.3059,1168.4106,2296.7288,1447.6083,2524.3182,657.3712
ENSG00000139269,INHBE,168.4651,6.1662,63.0882,16.6123,48.1652,9.1255,18.0562,81.1272,53.1467,72.681,200.5627,72.5634
ENSG00000139278,GLIPR1,25.1089,92.2306,22.2663,22.3489,76.7851,107.0631,5.1582,87.5342,55.4967,29.0701,1.003,19.8442
ENSG00000139287,TPH2,25.0422,20.8893,15.0874,18.129,22.8347,15.2656,20.7253,29.378,20.9486,23.406,34.5749,12.4543
ENSG00000139289,PHLDA1,961.7588,672.1215,2322.9894,292.1814,2396.3123,236.056,253.4457,2031.9072,7001.8858,1950.3682,206.4198,203.0995
ENSG00000139291,TMEM19,84.0093,164.5835,64.7052,71.0679,102.2423,112.8424,84.8981,104.7012,2244.3517,83.7029,253.6312,104.3029
ENSG00000139292,LGR5,345.3934,282.387,303.389,8.0748,149.0502,0,526.1935,69.7919,997.6984,12.8719,22.7391,10.8264
ENSG00000139304,PTPRQ,1.0181,0,0,3.0308,0,0,0,0,0,0,0,0
ENSG00000139318,DUSP6,302.4667,492.4931,212.6325,185.4549,1261.8653,453.7829,66.6694,265.1544,355.899,244.6903,37.5447,134.7341
ENSG00000139323,POC1B,88.2201,81.3555,83.5801,95.3071,81.5025,42.2516,46.6832,66.5599,121.9591,113.4604,112.9326,45.5485
ENSG00000139324,TMTC3,4.0713,16.0976,19.5373,12.1211,12.1064,36.4472,11.9304,12.4043,14.0822,10.8882,16.8887,9.963
ENSG00000139329,LUM,116.7111,103.3004,81.5578,60.322,639.9706,370.0023,7.9625,47.927,44.0618,26.9498,20.7786,21.7836
ENSG00000139330,KERA,1.0119,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139343,SNRPF,1504.1471,1265.8876,1675.3058,1415.7119,1293.576,430.2832,1482.6887,2052.1057,4560.6927,2582.1831,281.9991,454.5471
ENSG00000139344,AMDHD1,27.3218,35.9802,32.9655,18.6279,36.9965,32.2089,31.1535,13.5002,78.8608,17.6728,0,2.9652
ENSG00000139350,NEDD1,27.4296,24.1294,24.4843,5.0453,14.0486,42.4395,19.8961,25.918,54.2143,30.7291,1.9773,0.9848
ENSG00000139351,SYCP3,4.8391,10.4469,4.2094,10.8878,7.1274,2.0088,3.2235,5.176,16.3225,7.054,35.8794,4.0758
ENSG00000139352,ASCL1,3.039,17.0734,2.9497,0,0,0,1.0004,2.992,2.0066,1.9846,123.0445,6.9031
ENSG00000139354,GAS2L3,10.2475,31.6067,17.0519,21.3594,23.7235,21.2875,10.0643,13.3119,44.1622,30.2259,18.5261,4.1416
ENSG00000139364,TMEM132B,3.0517,1.0078,1.9596,25.1881,12.1146,51.1592,1.9989,29.1711,6.0679,21.7904,21.0121,8.8442
ENSG00000139370,SLC15A4,206.101,254.9671,164.3248,99.7065,264.2286,317.1487,124.8993,146.083,342.3569,149.5541,32.1749,48.7664
ENSG00000139372,TDG,95.5422,199.9323,86.6993,91.4058,148.2107,56.4994,73.2697,101.6637,169.8459,85.3925,109.4445,70.1184
ENSG00000139405,RITA1,577.8658,487.6539,503.2944,532.2427,859.7334,680.7517,591.8923,1273.1433,2116.7879,841.9171,361.6309,260.0193
ENSG00000139410,SDSL,655.3016,674.9386,605.9643,454.6593,245.6093,259.4096,651.3503,1082.4787,3131.9553,1966.1365,4312.683,673.9432
ENSG00000139428,MMAB,2404.135,1822.7649,1604.856,2259.6261,1536.4816,784.2029,1630.0843,2665.2587,3635.6879,2892.5223,11297.8186,1657.5947
ENSG00000139433,GLTP,205.2637,289.464,184.1641,170.4251,355.5895,589.3744,115.1064,243.5068,535.4,314.5405,861.3929,129.8193
ENSG00000139436,GIT2,429.184,420.0375,275.8812,428.2697,744,720.8839,429.8424,396.8944,921.6118,432.736,151.9601,164.0946
ENSG00000139437,TCHP,148.2662,421.8235,165.2204,164.6973,486.7568,489.3676,195.0477,194.309,490.5211,341.4631,113.8362,54.8516
ENSG00000139438,FAM222A,118.5672,202.9523,43.2029,183.4446,559.5603,121.0269,335.4636,74.7909,384.3387,325.323,172.127,92.6368
ENSG00000139445,FOXN4,1.0142,3.0065,0,2.0101,0,7.004,0,0,7.0265,0,0.9919,0
ENSG00000139496,NUP58,106.2459,113.7379,70.7409,110.6433,243.9768,117.3537,66.6808,90.1258,166.3756,98.8156,26.3202,20.1938
ENSG00000139505,MTMR6,57.9786,76.4025,39.1091,34.428,58.49,90.2761,35.8182,70.9631,73.5236,57.4026,12.8385,12.8142
ENSG00000139508,SLC46A3,14.1644,53.2139,8.8529,10.0679,69.3451,40.2697,3.9845,37.9048,18.0574,20.8549,2.9708,6.9103
ENSG00000139514,SLC7A1,1003.4527,1527.2884,526.6465,680.5169,1851.2229,423.2128,776.4927,1135.0451,1712.6079,1327.6982,123.4167,165.0468
ENSG00000139515,PDX1,337.3563,302.3092,104.2106,117.8794,198.1556,0,94.5925,269.2753,315.0439,623.1341,48.4907,23.6659
ENSG00000139517,LNX2,153.2933,140.7691,45.0517,232.404,267.6651,61.8237,64.1195,106.5718,155.3545,89.1816,63.6259,22.5548
ENSG00000139531,SUOX,852.5049,951.8834,351.4456,780.1934,1379.0129,1110.5506,810.4842,385.6288,1067.6402,634.6509,178.7523,95.4282
ENSG00000139537,CCDC65,17.1653,15.0537,17.7405,24.1603,28.0811,8.045,8.9674,10.9742,19.0554,10.9314,9.9131,5.9334
ENSG00000139540,SLC39A5,6224.0044,5859.292,3311.8018,3861.5194,2959.2726,13.9401,7698.1814,1743.8693,6127.2634,288.3665,6613.1531,2121.7016
ENSG00000139546,TARBP2,1356.0903,1442.0625,1188.7837,1483.9924,2680.0836,712.68,1626.3423,1955.1603,2561.724,1577.5661,1281.8932,743.8739
ENSG00000139547,RDH16,372.1647,41.5622,15.7587,120.0143,141.7022,31.2367,70.6929,40.0148,77.726,45.7167,48.491,14.7767
ENSG00000139549,DHH,1.0108,2.007,0.9862,4.0252,5.0221,21.1106,0,0.9977,0,0.9937,3.963,0.988
ENSG00000139567,ACVRL1,1103.6296,2221.3749,613.7621,2984.0583,2076.829,733.9392,483.1955,2244.6096,1250.6432,3059.735,1232.5165,1365.8511
ENSG00000139572,GPR84,6.0588,90.2349,1.9807,5.023,18.0524,4.0085,4.9872,39.9267,68.1376,6.9695,0,5.9433
ENSG00000139574,NPFF,94.7692,0,54.5095,178.9902,82.3523,26.3284,92.0107,25.3636,34.9912,32.6227,527.029,91.8085
ENSG00000139579,NABP2,1336.4955,1101.9807,1001.8383,2017.6873,2657.0916,1132.3347,1327.6987,1699.7964,4769.0403,1560.6704,2179.568,626.9859
ENSG00000139597,N4BP2L1,127.0048,138.5116,47.2811,68.2514,551.2008,171.4181,212.4127,57.534,181.5057,165.4176,73.1173,44.0173
ENSG00000139610,CELA1,0,0.9992,0,0.9999,0,0,2.0004,1.9995,3.9998,1.0011,0,0
ENSG00000139613,SMARCC2,679.5913,1097.9445,706.2276,933.7659,3057.0782,2254.1645,846.605,768.1527,1442.9642,856.4933,549.8125,274.6242
ENSG00000139618,BRCA2,75.466,117.4668,59.0867,99.0622,116.6678,11.3017,57.5233,123.5224,237.0775,125.9798,46.9442,21.994
ENSG00000139620,KANSL2,196.0129,254.1944,149.8107,113.417,663.4869,356.1068,130.8226,128.9293,510.4953,140.9302,9.9592,20.8787
ENSG00000139624,CERS5,1281.589,1005.8385,1003.3237,2507.0982,1521.9992,1078.8649,985.2599,1176.4484,1741.2662,895.2097,878.8926,481.6875
ENSG00000139625,MAP3K12,191.9861,227.7944,132.1536,305.8284,700.7761,1232.4141,120.1668,131.3371,288.2061,99.9058,113.8961,64.6905
ENSG00000139626,ITGB7,74.2084,491.7851,461.3883,84.5785,446.0576,151.8747,111.4963,643.3373,114.5797,296.2682,56.7723,374.2731
ENSG00000139629,GALNT6,2941.3316,1219.4347,2096.3109,12886.2799,4102.2077,64.0338,3869.677,1628.4389,5156.7125,4887.3182,5141.6778,3235.2143
ENSG00000139631,CSAD,1121.1939,837.3794,720.8888,720.5069,2602.5638,1088.8126,917.3185,246.9925,597.6248,684.8539,149.0645,93.5412
ENSG00000139636,LMBR1L,1689.5481,1578.4409,1657.326,4570.0538,2733.0377,1431.265,1944.8316,1279.7257,1802.2821,1293.7611,1345.3631,767.451
ENSG00000139637,C12orf10,1970.3826,1583.6771,1371.9746,3331.5973,3277.5262,1535.7754,2284.0055,2141.1179,3731.7902,2614.5747,1841.3295,866.3253
ENSG00000139641,ESYT1,2031.807,1795.4637,1371.3275,1773.0057,3307.1417,3479.3893,987.6951,3460.1764,6339.448,3479.2681,652.1592,763.4205
ENSG00000139644,TMBIM6,3176.1202,5088.3669,3697.8957,1693.9751,7910.5825,5413.6561,1603.1617,5099.8733,11866.1678,6662.5367,2055.006,1163.4485
ENSG00000139645,ANKRD52,1150.7963,1295.9996,1110.2437,1929.7064,2281.5544,1335.8852,886.7352,1523.6684,3210.4895,2062.167,864.0027,551.4732
ENSG00000139648,KRT71,0,1.0041,0,0,1.0054,0,0,0,0,0,0,0
ENSG00000139651,ZNF740,588.1754,876.2674,504.7148,634.6686,1221.5709,1229.9268,534.2555,780.9229,1291.297,599.7936,156.5131,153.2786
ENSG00000139656,SMIM2,0,3.047,1.0226,5.9679,0.9629,0,1.0015,3.0014,3.7493,3.0116,0.9988,1.0015
ENSG00000139668,WDFY2,380.8887,235.3994,154.3917,223.9,679.6399,265.501,195.2003,232.1124,375.1977,209.7772,73.983,76.4545
ENSG00000139675,HNRNPA1L2,259.391,303.5611,144.0352,397.0137,286.682,222.7514,467.2485,274.1792,352.0924,94.5988,12.6836,17.5299
ENSG00000139679,LPAR6,14.9754,30.3535,35.1676,10.4972,70.0863,21.8092,9.0599,46.081,10.194,34.1742,12.979,7.0878
ENSG00000139684,ESD,90.2705,290.2655,107.4793,37.0758,69.9747,165.6775,25.972,156.8275,312.3169,104.8059,48.7286,23.8553
ENSG00000139687,RB1,29.4805,39.1857,30.331,22.1341,90.6073,46.4495,19.9212,25.9149,53.2186,40.5912,9.8784,8.8484
ENSG00000139697,SBNO1,246.9881,478.443,336.4303,166.8664,318.0655,408.0691,122.1595,321.4153,615.8642,221.0869,612.7686,123.1798
ENSG00000139714,MORN3,35.2478,32.3953,40.7712,44.5894,42.4342,37.641,32.9753,49.2764,86.7789,64.2665,147.2593,41.3764
ENSG00000139718,SETD1B,545.7081,639.9377,373.996,581.8954,915.1905,1625.3498,622.3145,424.5022,900.0592,466.8653,281.3697,266.1138
ENSG00000139719,VPS33A,345.1677,337.6091,253.5338,270.8518,393.7964,449.2891,211.4623,295.9647,833.1705,409.851,242.3593,170.2619
ENSG00000139722,VPS37B,4234.888,1672.403,3227.8241,3929.4802,3612.8548,876.515,3218.9862,4593.836,6664.4059,4447.7427,2567.3752,2637.8188
ENSG00000139725,RHOF,397.8043,107.1513,175.0285,451.441,812.8514,239.8979,488.9193,721.6105,2657.1525,330.7335,372.0277,726.5904
ENSG00000139726,DENR,160.4484,215.761,196.3583,111.4343,251.1632,289.9937,106.7098,151.7131,570.0176,175.0902,53.2113,67.2289
ENSG00000139734,DIAPH3,34.1899,56.3151,26.4487,56.555,63.5053,1.0082,32.8346,33.4144,112.316,61.498,30.0283,8.9643
ENSG00000139737,SLAIN1,0.9953,4.0137,0,5.9845,0,57.2951,0,0.9993,0,17.8994,0,0
ENSG00000139746,RBM26,182.7294,265.1765,253.5734,160.453,403.0644,150.5403,125.4508,586.0705,458.4404,225.5591,813.4694,214.3979
ENSG00000139767,SRRM4,1.1338,13.1526,2.9606,2.1092,3.0389,4.0616,1.0165,11.041,5.4814,3.0397,17.1072,4.0494
ENSG00000139780,METTL21C,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139793,MBNL2,71.9602,97.8311,51.0526,73.4337,156.9358,150.6298,43.7886,50.867,49.1713,76.3624,9.8986,15.7343
ENSG00000139797,RNF113B,1.0065,4.0076,0,2.0079,1.0017,0,0,0,1.0017,0,0,0
ENSG00000139800,ZIC5,0,4.0224,0,2.0187,0,0,18.5276,0.9968,91.377,0.9901,0,0
ENSG00000139826,ABHD13,43.7301,41.2373,18.5815,13.1252,140.1581,43.4968,13.9225,43.8535,38.162,21.7759,3.9507,1.9658
ENSG00000139832,RAB20,1550.1819,1642.9868,845.524,915.2899,3179.2188,332.7694,574.4882,3118.3225,2746.6688,1028.3767,357.1951,311.971
ENSG00000139835,GRTP1,1277.0071,954.7812,424.5687,686.6269,3153.6648,315.2813,1051.9673,1045.8208,1154.6961,1036.1542,85.2621,177.1136
ENSG00000139842,CUL4A,1515.5282,1866.2093,968.6366,1997.3292,4407.5881,1057.6858,1145.2567,2113.0899,2419.0583,972.2569,243.9543,353.4158
ENSG00000139865,TTC6,10.7995,9.7028,5.1473,5.1394,2.9708,1.9386,5.0409,15.0554,11.9426,9.1422,2.0191,6.0837
ENSG00000139874,SSTR1,4.0647,16.0879,2.9371,2.0184,9.0704,6.0644,0,5.9808,3.0122,22.7773,0,1.9671
ENSG00000139880,CDH24,408.5663,430.6649,318.2344,2404.6114,931.8602,299.1121,870.7511,812.0159,1046.2315,1230.6297,302.1088,195.5572
ENSG00000139890,REM2,98.9518,31.0983,48.5405,310.3468,115.3376,35.1614,98.7491,49.8968,133.292,55.7424,17.8411,37.6088
ENSG00000139899,CBLN3,46.5785,69.5872,21.6809,30.1862,29.1608,90.6357,47.8325,15.9584,70.1854,31.8289,2.9736,3.946
ENSG00000139908,TSSK4,7.9907,12.9987,8.986,12.9627,16.9825,32.8856,7.003,15.9781,18.0066,24.0321,12.0215,11.9674
ENSG00000139910,NOVA1,19.6553,8.4793,44.0262,216.9999,7.2841,199.6498,8.9845,26.7345,18.556,33.5343,214.9588,47.3452
ENSG00000139914,FITM1,64.8654,40.1738,29.0246,60.864,55.7114,8.9661,86.066,27.3455,90.0055,47.6011,25.9689,18.0084
ENSG00000139915,MDGA2,2.0685,3.0234,8.8056,5.0477,3.0392,0,2.0144,23.9208,5.0619,24.7481,113.5914,15.7294
ENSG00000139921,TMX1,53.9672,49.731,60.8909,67.8678,94.3872,159.1843,50.2363,70.9163,209.4788,84.6941,27.3741,22.7447
ENSG00000139926,FRMD6,14.2451,21.1299,12.7398,7.0573,135.2479,236.5528,0,6.995,11.058,4.9947,0,0
ENSG00000139946,PELI2,26.3667,37.191,21.5062,61.5661,54.2949,136.3046,7.975,9.9707,17.0444,6.9424,0.9875,0
ENSG00000139970,RTN1,12.1,11.0397,2.9777,3.0197,18.0889,164.7381,3.0061,8.9794,4.0007,2.9851,0,0.9913
ENSG00000139971,C14orf37,35.2919,18.1843,14.5414,35.2863,48.2619,52.902,22.863,10.1325,26.6323,22.9733,12.4755,6.1071
ENSG00000139973,SYT16,6.1194,3.0775,13.754,17.1954,10.1248,3.0538,5.9641,7.0093,12.0584,14.8386,82.2484,7.8527
ENSG00000139974,SLC38A6,84.7504,48.9229,73.5329,151.5606,120.2199,79.9359,63.8115,131.6008,122.2221,86.6791,157.8217,84.5285
ENSG00000139977,NAA30,32.9171,40.2902,34.4186,24.4803,45.6229,88.0931,16.164,53.7818,98.7319,25.2808,21.658,4.0267
ENSG00000139985,ADAM21,0,1.0045,0,0,1.0061,4.0321,0,0,2.0069,0,0,0
ENSG00000139988,RDH12,18.1891,17.343,3.9511,74.4204,8.2697,9.0323,5.9797,17.9685,24.6045,26.5415,5.9928,2.0029
ENSG00000139990,DCAF5,879.055,786.4195,883.5615,1723.433,1716.5365,1919.2548,648.5306,708.6747,1530.2819,1288.285,147.1773,305.7651
ENSG00000139998,RAB15,2501.6769,2639.0505,1475.6428,7804.1902,2377.9015,247.2936,3828.165,1357.9256,4858.2269,3488.5363,451.8622,508.2181
ENSG00000140006,WDR89,111.0706,88.9109,106.2771,120.4806,72.6594,64.4191,75.3916,183.0039,275.8804,157.379,142.8138,90.4532
ENSG00000140009,ESR2,12.0941,7.5897,4.0724,29.6624,26.2099,10.5651,15.17,5.6699,30.7981,20.5969,15.2025,26.6802
ENSG00000140015,KCNH5,4.1678,3.2384,5.1484,9.5712,1.0145,1.0062,1.0223,2.0718,0,1.9991,32.0809,8.9965
ENSG00000140022,STON2,58.9067,60.3475,18.6015,108.1955,67.5496,32.3435,17.1019,58.9188,70.2426,51.5488,3.9645,3.4726
ENSG00000140025,EFCAB11,68.2686,116.875,56.4835,88.3833,86.8417,91.9274,59.1631,72.6951,226.9013,177.3153,279.8853,50.5537
ENSG00000140030,GPR65,5.3562,4.0735,5.0461,5.2788,7.1705,4.0647,3.0209,3.0147,5.2853,2.9925,19.963,2.0266
ENSG00000140043,PTGR2,89.2287,86.4571,112.7211,141.707,118.4886,62.733,182.5982,172.004,365.4037,210.2161,557.9112,153.6055
ENSG00000140044,JDP2,346.6661,274.0751,198.7348,454.7329,728.4422,1149.9658,352.1086,540.3584,724.3162,367.9322,49.1228,54.4498
ENSG00000140057,AK7,10.917,8.6551,11.1121,29.193,32.3382,10.8191,20.563,13.3464,49.9896,56.5007,33.2912,14.2459
ENSG00000140067,FAM181A,0,0,0,0,0,0.495,0,0.5002,0,0,0,0
ENSG00000140090,SLC24A4,16.5651,11.4243,14.5113,27.0752,17.0824,16.2808,9.2424,12.3364,28.9479,12.5177,48.653,20.2546
ENSG00000140092,FBLN5,148.7024,182.2875,37.8253,19.3107,462.1866,1612.3993,13.0472,47.972,30.2068,26.8025,7.0302,12.203
ENSG00000140093,SERPINA10,440.824,15.0578,1.5757,18.9304,2.0093,0.4235,35.4258,5.9376,167.0432,6.1314,9.2405,0.9003
ENSG00000140104,C14orf79,585.3462,273.0614,692.5523,1062.7402,1163.6498,638.5907,656.5423,1114.2531,1591.6884,1376.5163,640.0461,636.2502
ENSG00000140105,WARS,1236.1039,2498.7997,929.7289,1565.9207,3052.4484,1973.3522,1592.0674,5668.7176,6823.2716,6742.562,1563.9981,2478.3212
ENSG00000140107,SLC25A47,1822.3853,4.0123,2.9632,12.0678,13.0478,1.0041,93.7019,2.9937,35.0871,10.9387,4.9567,1.9803
ENSG00000140153,WDR20,101.9877,235.0465,72.8507,104.1739,261.0579,270.7192,95.8175,90.8551,374.9825,129.1104,22.7616,37.7726
ENSG00000140157,NIPA2,626.4205,670.6227,310.6495,521.8442,729.0353,331.1014,156.8218,1163.7284,1475.8355,636.0423,52.4505,242.2824
ENSG00000140199,SLC12A6,65.1334,115.9342,42.9245,66.8973,238.1806,93.1799,39.1286,38.6895,75.4719,54.3126,97.3046,30.4596
ENSG00000140254,DUOXA1,36.5292,206.6189,79.241,45.2471,86.6772,13.0194,11.9586,1236.8378,92.0184,1274.5071,2.0137,567.4968
ENSG00000140259,MFAP1,110.0204,328.2248,94.5377,41.2377,300.5203,633.9297,51.8266,358.2147,636.9205,155.9061,24.7556,30.6002
ENSG00000140262,TCF12,60.8195,172.8006,37.1528,49.3921,161.6756,120.4647,36.9042,211.1946,61.4282,160.7656,7.9304,32.6121
ENSG00000140263,SORD,745.4212,1585.9972,820.793,362.6193,1431.3219,188.3764,429.3131,3334.8275,4393.8446,1654.0252,165.9369,504.558
ENSG00000140264,SERF2,34509.3604,33861.1584,16073.314,35016.1354,32700.6928,17142.5974,27233.3558,67627.7549,73600.4811,66042.7321,24170.4158,29376.7645
ENSG00000140265,ZSCAN29,161.5051,366.2797,110.7291,155.4434,473.5501,195.6245,104.2814,181.3934,259.4586,136.9956,30.4562,19.0518
ENSG00000140274,DUOXA2,158.2568,5322.4744,741.6513,339.9649,607.9445,1.0015,5.984,5895.8043,2013.2371,32481.4855,19.7959,24064.7948
