"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006260","DNA replication","30/557","290/18860",0.103448275862069,3.50275490620937,7.49267950792214,2.75563142056552e-09,5.82881655721526e-07,4.84134743312388e-07,"TICRR/EREG/ORC6/GINS1/TWNK/TIMELESS/S100A11/RUVBL1/MCM2/CDC6/MCM10/DSCC1/DTL/MCM6/CDK2/GTPBP4/RFWD3/MCM3/GINS3/DBF4/MCM4/SET/RFC3/ACTL6A/FBXO5/CCNE1/PRKDC/SSBP1/POLB/JADE3",30
"BP","GO:0007051","spindle organization","25/557","209/18860",0.119617224880383,4.0502349393968,7.73537124065482,3.09042439657594e-09,6.23984780435924e-07,5.18274522009506e-07,"TPX2/UHRF1/KIFC1/KIF23/SKA3/NUF2/NEK2/ASPM/RACGAP1/CKAP5/AURKA/CCNB1/DLGAP5/KNSTRN/KIF4A/RAN/TTK/INTS13/CEP72/MZT1/RAE1/DCAF13/FBXO5/HAUS6/BORA",25
"BP","GO:0051052","regulation of DNA metabolic process","41/557","497/18860",0.0824949698189135,2.793276715951,7.06772226215799,3.32984361837599e-09,6.4309414577505e-07,5.34146539240634e-07,"TICRR/CBX8/EREG/KPNA2/TWIST1/NEK2/PARPBP/TIMELESS/NAT10/S100A11/RUVBL1/CCT6A/MCM2/CDC6/DKC1/DSCC1/RAD51AP1/MCM6/FIGNL1/CDK2/GTPBP4/CCT3/GNL3/MCM3/MYC/SF3B3/CCT5/DBF4/CGAS/MCM4/CCT2/SKP2/MORF4L2/RFC3/ACTL6A/TFDP1/FBXO5/CCT8/PRKDC/SSBP1/JADE3",41
"BP","GO:0051306","mitotic sister chromatid separation","14/557","64/18860",0.21875,7.4068671454219,8.95630294841279,4.01909814810262e-09,6.90464853144021e-07,5.7349209940278e-07,"TRIP13/UBE2C/BUB1/SKA3/NUF2/CENPF/CCNB1/SPDL1/DLGAP5/BUB1B/MAD2L1/TTK/ZWILCH/FBXO5",14
"BP","GO:0051784","negative regulation of nuclear division","14/557","64/18860",0.21875,7.4068671454219,8.95630294841279,4.01909814810262e-09,6.90464853144021e-07,5.7349209940278e-07,"TRIP13/BUB1/SKA3/NUF2/CENPF/LIF/CCNB1/SPDL1/BUB1B/MAD2L1/TTK/ZWILCH/MTBP/FBXO5",14
"BP","GO:0044772","mitotic cell cycle phase transition","39/557","461/18860",0.0845986984815618,2.86450889293044,7.07039374622107,4.04144218409377e-09,6.90464853144021e-07,5.7349209940278e-07,"INHBA/TRIP13/ANLN/CDC25B/TICRR/KIF14/IQGAP3/UBE2C/BUB1/SKA3/CKS2/NUF2/CENPF/CDC6/DTL/AURKA/CCNB1/SPDL1/DLGAP5/MELK/CCNO/CDK2/BUB1B/GTPBP4/MAD2L1/TTK/RFWD3/MYC/DBF4/EZH2/TFAP4/ZWILCH/MTBP/SKP2/ACTL6A/TFDP1/FBXO5/CCNE1/PRKDC",39
"BP","GO:0045839","negative regulation of mitotic nuclear division","13/557","57/18860",0.228070175438596,7.72244795111657,8.86700781354402,8.42219332587244e-09,1.38560676864909e-06,1.15086891256074e-06,"TRIP13/BUB1/SKA3/NUF2/CENPF/CCNB1/SPDL1/BUB1B/MAD2L1/TTK/ZWILCH/MTBP/FBXO5",13
"BP","GO:0051310","metaphase chromosome alignment","17/557","104/18860",0.163461538461538,5.53480182295263,8.08966724781843,9.87402385359562e-09,1.56644335563113e-06,1.30106968446815e-06,"KIF14/ECT2/KIFC1/SKA3/NUF2/NEK2/CENPF/RACGAP1/CCNB1/SPDL1/KNSTRN/TTK/RRS1/SGO1/ZWILCH/FAM83D/CENPQ",17
"BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","16/557","92/18860",0.173913043478261,5.88868940754039,8.19979793697447,1.07099658449744e-08,1.64047132011643e-06,1.3625564532354e-06,"TRIP13/UBE2C/BUB1/SKA3/NUF2/CENPF/CDC6/CCNB1/SPDL1/DLGAP5/BUB1B/MAD2L1/TTK/ZWILCH/ACTL6A/FBXO5",16
"BP","GO:0006275","regulation of DNA replication","18/557","120/18860",0.15,5.07899461400359,7.81960381099708,1.47849918790088e-08,2.13137467765048e-06,1.77029508878526e-06,"TICRR/EREG/TIMELESS/S100A11/RUVBL1/MCM2/CDC6/DSCC1/MCM6/CDK2/GTPBP4/MCM3/DBF4/MCM4/ACTL6A/FBXO5/SSBP1/JADE3",18
