"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0030574","collagen catabolic process","5/144","45/18860",0.111111111111111,14.5524691358025,7.98374450956302,2.31245080968028e-05,0.00379215694394947,0.00319037698915896,"MMP7/MMP3/MMP11/MMP1/FAP",5
"BP","GO:0061448","connective tissue development","11/144","307/18860",0.0358306188925081,4.69281577994933,5.72207856504331,2.43730313977849e-05,0.00379215694394947,0.00319037698915896,"CHI3L1/COL1A1/ADAMTS12/CCN4/TGFBI/SULF1/LOXL2/STC1/SNAI1/SERPINH1/GPR4",11
"BP","GO:0071456","cellular response to hypoxia","8/144","159/18860",0.050314465408805,6.58979734451433,6.20863699147091,3.0516806018569e-05,0.0044842751066175,0.00377266245165233,"INHBA/STC2/AJUBA/TWIST1/STC1/HILPDA/PMAIP1/MYC",8
"BP","GO:0036294","cellular response to decreased oxygen levels","8/144","167/18860",0.0479041916167665,6.27411842980705,6.0048569818526,4.33177073132948e-05,0.00603028083387709,0.00507333148256538,"INHBA/STC2/AJUBA/TWIST1/STC1/HILPDA/PMAIP1/MYC",8
"BP","GO:0033273","response to vitamin","6/144","92/18860",0.0652173913043478,8.54166666666667,6.36042751254721,7.42030867874152e-05,0.00964093649214474,0.00811100974804257,"COL1A1/STC2/PDX1/SPP1/STC1/CYP27B1",6
"BP","GO:0045606","positive regulation of epidermal cell differentiation","4/144","30/18860",0.133333333333333,17.462962962963,7.91548493265859,7.65442972911302e-05,0.00964093649214474,0.00811100974804257,"ETV4/SFRP4/CYP27B1/PKP1",4
"BP","GO:0071453","cellular response to oxygen levels","8/144","183/18860",0.0437158469945355,5.72556162720097,5.63455308392549,8.25481642218229e-05,0.0099245406530328,0.00834960857248487,"INHBA/STC2/AJUBA/TWIST1/STC1/HILPDA/PMAIP1/MYC",8
"BP","GO:0060135","maternal process involved in female pregnancy","5/144","60/18860",0.0833333333333333,10.9143518518519,6.74675727752676,9.43008652090097e-05,0.0108445994990361,0.00912366265683508,"STC2/SPP1/STC1/CYP27B1/DCAF13",5
"BP","GO:0010718","positive regulation of epithelial to mesenchymal transition","5/144","63/18860",0.0793650793650794,10.3946208112875,6.55147846351101,0.000119157259874768,0.0131321230153651,0.0110481775164588,"COL1A1/PDPN/LOXL2/TWIST1/SNAI1",5
"BP","GO:0045684","positive regulation of epidermis development","4/144","35/18860",0.114285714285714,14.968253968254,7.25508843323109,0.000141978459185996,0.0150213209818784,0.0126375773776504,"ETV4/SFRP4/CYP27B1/PKP1",4
"BP","GO:0061029","eyelid development in camera-type eye","3/144","14/18860",0.214285714285714,28.0654761904762,8.88595592895656,0.000149180237225726,0.0151762202870017,0.0127678956070925,"INHBA/STRA6/TWIST1",3
"BP","GO:0043085","positive regulation of catalytic activity","10/144","318/18860",0.0314465408805031,4.11862334032145,4.9196278860585,0.000168757091833783,0.0165319447370502,0.0139084792255991,"CDH3/CEMIP/CHI3L1/PRSS22/EREG/UBE2C/ECT2/DSCC1/RGS16/CRIPTO",10
"BP","GO:0042060","wound healing","12/144","453/18860",0.0264900662251656,3.46946284032377,4.66653092587796,0.000189013492071404,0.017855024518888,0.0150215985804116,"CLDN1/FAP/PLAU/PDPN/AJUBA/TNFRSF12A/EREG/SLC7A11/CCN4/FKBP10/SERPINE1/GPR4",12
"BP","GO:0051347","positive regulation of transferase activity","7/144","161/18860",0.0434782608695652,5.69444444444444,5.24713223428971,0.00023946621224425,0.0218409700477945,0.0183750117126804,"CEMIP/CHI3L1/EREG/UBE2C/ECT2/DSCC1/CRIPTO",7
"BP","GO:0030858","positive regulation of epithelial cell differentiation","5/144","75/18860",0.0666666666666667,8.73148148148148,5.8846658876072,0.000271914233032277,0.0233821992577353,0.0196716622150442,"ETV4/SFRP4/SERPINE1/CYP27B1/PKP1",5
"BP","GO:0051917","regulation of fibrinolysis","3/144","17/18860",0.176470588235294,23.1127450980392,8.00066625496063,0.000274044679391226,0.0233821992577353,0.0196716622150442,"FAP/PLAU/SERPINE1",3
"BP","GO:0060348","bone development","8/144","220/18860",0.0363636363636364,4.76262626262626,4.9239487831343,0.000292037704862262,0.0234503442550852,0.0197289932365934,"COL1A1/ADAMTS12/CCN4/SULF1/SFRP4/TWIST1/STC1/SERPINH1",8
"BP","GO:0002062","chondrocyte differentiation","6/144","119/18860",0.0504201680672269,6.60364145658263,5.37875172051735,0.000305160999454578,0.0234503442550852,0.0197289932365934,"ADAMTS12/CCN4/TGFBI/SULF1/LOXL2/SERPINH1",6
